Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,45,45,0,9,133,86,438
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,75,75,0,0,281,0,544
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,37,37,0,70,46,131,127
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,14,14,19,13,15,59,59
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,5,5,0,11,11,17,17
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6,6,15,4,4,19,19
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,23,23,19,27,40,139,103
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,13,13,21,19,17,76,55
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,80,0
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,8,4,6,23,15
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1824,1824,4136,2822,2375,12446,10433
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1948,1948,740,3276,1648,8099,6065
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,116,116,235,368,182,784,480
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,91,91,182,123,91,518,313
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,12,12,17,13,8,55,40
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,30,30,36,32,2,114,106
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,244,244,348,200,186,924,819
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,51,51,17,57,76,241,251
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,17,4,4,15,8
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,7,7,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,170,170,125,66,211,365,942
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4866,4866,6071,3865,4373,20701,22146
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,836,836,1363,562,719,3791,2851
REGION MODERNO,CUENTAS CLAVES,TANTA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,2,0,11
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,176,176,131,245,49,879,169
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,68,68,82,76,82,338,296
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,796,796,1000,727,945,3952,3436
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,418,418,911,541,488,2124,1851
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,608,608,972,779,292,3216,2631
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,884,884,1099,868,956,3739,4110
REGION MODERNO,CUENTAS CLAVES,POLLOS BEGUI,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,15,15,38,19,19,76,55
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,30,30,55,61,76,344,287
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,288,288,398,325,281,1541,1418
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,8,17,0,106,0
REGION MODERNO,CUENTAS CLAVES,PAPACHOS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,8,8,55,19,8,66,21
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,44,44,25,21,55,101,175
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,6,6,4,21,13
REGION MODERNO,CUENTAS CLAVES,LA ROMANA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,26,26,17,36,38,139,120
REGION MODERNO,CUENTAS CLAVES,LA PANKA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,6
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,42,42,36,51,32,245,187
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,54,54,66,85,66,321,273
REGION MODERNO,CUENTAS CLAVES,EMBARCADERO 41,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,9,9,0,0,25,0,87
REGION MODERNO,CUENTAS CLAVES,EL HORNERO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,EL CORRALITO,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,0,0,0,0,8
REGION MODERNO,CUENTAS CLAVES,DONDE WALTER,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,8,8,19,11,6,34,30
REGION MODERNO,CUENTAS CLAVES,CHIFA WA LOC,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,21,0,0,53,0
REGION MODERNO,CUENTAS CLAVES,CHIFA JADE,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,0,4,11,19,17
REGION MODERNO,CUENTAS CLAVES,CHIFA HOU WHA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,0,0,6,0,23
REGION MODERNO,CUENTAS CLAVES,CASINO FIESTA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,37,37,0,0,19,0,123
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,147,147,245,95,135,431,655
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1783,1783,1871,511,3068,5443,11159
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,24866,24866,28032,25148,29913,121571,111079
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,5928,5928,9476,8390,7856,40427,36881
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3,3,0,0,0,6,8
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,6,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,7,7,0,8,6,25,27
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1834,1834,1260,684,1310,4784,4928
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,ABRIL,318,318,106,440,446,1602,1439
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,4,0
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,2,0,30,0
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,4,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,31,17,0,377,0
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,81,0,394,0
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,7,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,7,0
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,15,20,0,126,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,71,95,0,575,0
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,521,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,31,59,0,202,0
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,203,107,0,452,0
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,190,102,0,383,0
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,4,0,4,0
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,6,4,0,41,0
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,61,53,0,299,0
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,9,0,9,0
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,7,0
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,2,6,0,18,0
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,54,0,54,0
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,74,37,0,124,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,4,0,4,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,1596,1341,0,6108,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,588,797,0,3460,0
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,281,0,1311,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,20,20,0,61,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,31,31,0,0,64,0,352
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,104,104,0,0,0,0,262
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,16,16,0,0,2,0,64
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,63,63,0,0,52,0,537
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,76,76,0,0,40,0,114
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6,6,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,LATAM,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,GATE,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,250,250,0,0,558,0,1914
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,440,440,0,0,638,0,2890
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,283,283,0,0,0,0,86
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,5,5,0,0,7,0,43
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,22,22,0,0,0,0,-21
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,1,8,5
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,2,0,3
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6,6,0,0,7,0,34
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,647,647,201,577,359,2172,1578
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,14,0,16
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,3,1,8,1
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,23,23,0,0,39,0,117
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,53,53,15,31,99,169,372
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1238,1238,1178,854,844,4414,3696
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,7801,7801,664,11800,7854,44550,29536
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,55,55,0,6,0,36,11
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,38,38,0,31,50,195,227
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,51,51,0,4,115,50,356
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,21,21,8,23,35,86,189
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,158,158,0,0,178,0,870
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,20,20,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1292,1292,0,0,81,0,957
REGION MODERNO,CUENTAS CLAVES,LA PANKA,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,0,0,3,0,11
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,-3
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,19,19,0,0,26,5,117
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,34,34,0,33,50,254,193
REGION MODERNO,CUENTAS CLAVES,EL CORRALITO,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,4
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,1
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,47,47,0,55,49,213,204
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,865,865,509,515,1444,4151,6134
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4338,4338,3595,4314,3974,22648,16219
