Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,10,10,6,5,15,43,60
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,37,37,2,13,58,3821,175
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,7,7,0,0,14,0,49
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,632,632,280,608,472,2555,1898
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,17,17,0,8,21,25,94
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,201,201,155,199,227,9791,811
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,33,33,0,0,56,0,178
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,58,58,15,44,146,256,519
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,838,838,1179,617,905,3594,3170
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,9125,9125,454,3321,7154,13308,30273
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,9,9,0,6,0,36,13
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,351,351,4,49,75,288,557
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,755,755,96,328,726,30652,2922
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,24,0,0,20,0
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,26,26,8,14,42,62,206
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,237,237,0,1,205,1,935
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,429,429,0,0,18,0,234
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,37,37,3,5,38,26,157
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,47,47,5,33,48,243,191
REGION MODERNO,CUENTAS CLAVES,EL CORRALITO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,3
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,42,42,0,63,46,280,198
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1408,1408,812,1328,1934,6331,8219
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3158,3158,3767,3426,3640,16862,13881
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,ABRIL,225,225,258,206,356,788,1154
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,47,47,52,40,78,178,285
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,32,32,0,8,24,33,152
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,14,14,6,10,32,73,82
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,202,202,246,223,276,743,748
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,17,17,0,0,25,0,78
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,37,37,100,133,21,499,95
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,16,16,17,14,21,65,74
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,230,230,0,147,187,147,951
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,507,507,447,453,702,1975,2484
REGION MODERNO,CUENTAS CLAVES,EL POLLO REAL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,2,6,6
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,0,0,6,0,14
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,0,0,2,0,8
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,36,0,36,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,3,0,3,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,497,497,-11,100,230,668,769
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,640,640,222,200,244,612,1029
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,17,21,0,94,46
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,403,212,0,1114,152
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,238,262,0,1400,1064
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,86,59,0,228,220
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,650,407,-1,1968,946
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,3,0,3,10
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,195,200,0,880,292
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,27,52,-6,235,114
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,70,90,0,357,217
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,357,0,357,831
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,655,704,16,2942,1469
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,5,0,11,8
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,10,0,32,11
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,16
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,6
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,10,14,0,38,21
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,40,0
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,8,5,0,11,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,6,0,6,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,180,200,0,894,351
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,1064,325,-24,2909,943
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,4896,2422,0,14253,5629
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,21328,21328,8031,12717,18041,40306,65056
REGION MODERNO,CUENTAS CLAVES,TACA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2048,2048,1740,1956,1473,8715,7975
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,39,39,38,30,55,159,184
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,86,86,78,118,100,557,439
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,571,571,571,560,697,2498,2371
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6744,6744,3547,2156,7193,8501,30295
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1449,1449,2188,1603,1450,6678,5844
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2541,2541,1713,1540,2610,6613,9680
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,186,186,0,70,327,70,1021
REGION MODERNO,CUENTAS CLAVES,POLLOS TITOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,516,516,412,428,444,2065,1859
REGION MODERNO,CUENTAS CLAVES,POLLOS BEGUI,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,350,350,403,380,349,1482,1435
REGION MODERNO,CUENTAS CLAVES,PLANET CHICKEN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,82,82,3,67,81,357,366
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2816,2816,3782,4164,1986,15791,8251
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,69,69,97,92,100,477,502
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,625,625,535,514,518,2335,2373
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1041,1041,888,867,1092,3379,4231
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,3402,3402,0,2853,3265,2853,13085
REGION MODERNO,CUENTAS CLAVES,PAPACHOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,10,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,9259,9259,10064,10086,11932,39368,43199
REGION MODERNO,CUENTAS CLAVES,LATAM,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1919,1919,1281,2154,2926,8501,11712
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,126,126,288,271,228,1057,742
REGION MODERNO,CUENTAS CLAVES,LA ROMANA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,241,241,260,296,273,1064,1065
REGION MODERNO,CUENTAS CLAVES,LA PANKA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,26,26,25,11,22,25,108
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2279,2279,2232,2059,2901,8758,10352
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,84,84,70,128,52,670,304
REGION MODERNO,CUENTAS CLAVES,GATE,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,12,12,84,32,29,163,79
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,64,64,46,60,55,222,249
REGION MODERNO,CUENTAS CLAVES,EMBARCADERO 41,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,4,4,0,0,3,0,16
REGION MODERNO,CUENTAS CLAVES,EL CORRALITO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2481,2481,2227,2145,2865,8661,11987
REGION MODERNO,CUENTAS CLAVES,DONDE WALTER,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,70,70,119,135,146,445,466
REGION MODERNO,CUENTAS CLAVES,DON BUFFET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,50,50,54,70,54,198,220
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,83,83,0,108,68,108,288
REGION MODERNO,CUENTAS CLAVES,DOMINOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1034,1034,260,753,1016,2885,4418
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,66,66,0,103,44,103,198
REGION MODERNO,CUENTAS CLAVES,CHILIS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,16,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CHIFA WA LOC,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,18,18,17,16,22,84,90
REGION MODERNO,CUENTAS CLAVES,CASINO FIESTA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,16,0,16,0
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,6,6,6,10,0,25,6
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,93,93,103,116,68,399,382
REGION MODERNO,CUENTAS CLAVES,CALA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,24,6
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,173,173,160,165,146,628,640
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,6,1,0,3,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,102,102,0,174,65,174,268
REGION MODERNO,CUENTAS CLAVES,AYAHUASCA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,28,28,52,44,54,147,187
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,8670,8670,12178,9628,9022,42644,36645
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,5222,5222,8005,2741,3050,17685,10932
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,13933,13933,10016,5270,10056,34825,49975
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,66,66,120,65,103,411,255
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,2,2,6,3,3,29,5
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,3,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,276,276,220,303,333,1403,1308
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,14,0,0,0,6
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,16
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,311,311,111,138,97,618,572
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS,NO RETORNABLE,GASEOSAS,ABRIL,433,433,157,255,418,883,1255
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,242,242,114,221,140,575,713
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,12
REGION MODERNO,CUENTAS CLAVES,ROKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,45,0,164,0
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,23,23,10,31,45,124,150
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,112,112,179,117,119,530,433
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,46,46,55,36,55,171,235
REGION MODERNO,CUENTAS CLAVES,EL POLLO REAL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,458,458,521,411,556,1629,1861
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,ABRIL,1,1,0,0,0,0,0
