FINFO,PERIODO,MES,NATURALEZA,PRODUCTO,APLICATIVO,NOMAREA,NUMERO,SALDO
2018/02,2018,FEB,ACTIVOS,FACTORING,CONFIRMING,AREA B.MINORISTA,1,320
2018/02,2018,FEB,ACTIVOS,FACTORING,CONFIRMING,AREA BCA.EMP. Y CORP,3043,38952
2018/02,2018,FEB,ACTIVOS,FACTORING,CONFIRMING,AREA CIB,9454,265866
2018/02,2018,FEB,ACTIVOS,FACTORING,FACTORING,AREA BCA.EMP. Y CORP,1,10
2018/02,2018,FEB,ACTIVOS,FACTORING,FACTORING,AREA CIB,7,34
2018/02,2018,FEB,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA B.INSTITUCIONAL,6,20040
2018/02,2018,FEB,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA B.MINORISTA,4799,190590
2018/02,2018,FEB,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA BCA.EMP. Y CORP,28,60078
2018/02,2018,FEB,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA CIB,1,139
2018/02,2018,FEB,ACTIVOS,FORFAITING,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,2,705
2018/02,2018,FEB,ACTIVOS,FORFAITING,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,4,9874
2018/02,2018,FEB,ACTIVOS,LEASING,LEASING,AREA B.MINORISTA,94,29883
2018/02,2018,FEB,ACTIVOS,LEASING,LEASING,AREA BCA.EMP. Y CORP,56,21782
2018/02,2018,FEB,ACTIVOS,LEASING,LEASING,AREA CIB,4,3613
2018/02,2018,FEB,ACTIVOS,MASTERCARD,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,2593,2457
2018/02,2018,FEB,ACTIVOS,MASTERCARD,MEDIOS DE PAGO TARJETAS,AREA DIST.RED MASIVA,278,39
2018/02,2018,FEB,ACTIVOS,MI VIVIENDA,PRESTAMOS,AREA B.MINORISTA,6,658
2018/02,2018,FEB,ACTIVOS,ONCOLOGICO,SEGUROS,AREA B.MINORISTA,772,20
2018/02,2018,FEB,ACTIVOS,OTRAS,AVALES,AREA B.INSTITUCIONAL,4,198
2018/02,2018,FEB,ACTIVOS,OTRAS,AVALES,AREA B.MINORISTA,626,52497
2018/02,2018,FEB,ACTIVOS,OTRAS,AVALES,AREA BCA.EMP. Y CORP,790,225708
2018/02,2018,FEB,ACTIVOS,OTRAS,AVALES,AREA CIB,186,228996
2018/02,2018,FEB,ACTIVOS,PLD,PRESTAMOS,AREA B.MINORISTA,36744,261627
2018/02,2018,FEB,ACTIVOS,PLD,PRESTAMOS,AREA DIST.RED MASIVA,7,189
2018/02,2018,FEB,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA B.INSTITUCIONAL,39,152503
2018/02,2018,FEB,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA B.MINORISTA,3654,531160
2018/02,2018,FEB,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA BCA.EMP. Y CORP,3027,923662
2018/02,2018,FEB,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA CIB,118,865034
2018/02,2018,FEB,ACTIVOS,PRESTAMO CONTILOCAL,PRESTAMOS,AREA B.MINORISTA,6,2262
2018/02,2018,FEB,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA B.MINORISTA,19,13818
2018/02,2018,FEB,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA BCA.EMP. Y CORP,5,7254
2018/02,2018,FEB,ACTIVOS,PROTECCION TARJETAS,SEGUROS,AREA B.MINORISTA,20782,147
2018/02,2018,FEB,ACTIVOS,RESTO EMPRESAS,AVALES,AREA BCA.EMP. Y CORP,5,984
2018/02,2018,FEB,ACTIVOS,RESTO EMPRESAS,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,1,30
2018/02,2018,FEB,ACTIVOS,RESTO EMPRESAS,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,10,3051
2018/02,2018,FEB,ACTIVOS,RESTO EMPRESAS,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,4,1828
2018/02,2018,FEB,ACTIVOS,RESTO SEGUROS,SEGUROS,AREA B.MINORISTA,5950,43
2018/02,2018,FEB,ACTIVOS,RETIRO SEGURO,SEGUROS,AREA B.MINORISTA,41319,28
2018/02,2018,FEB,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA B.INSTITUCIONAL,1,1175
2018/02,2018,FEB,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,137,19981
2018/02,2018,FEB,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,259,39139
2018/02,2018,FEB,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,75,82056
2018/02,2018,FEB,ACTIVOS,STAND BY LETTER,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,1,178
2018/02,2018,FEB,ACTIVOS,STAND BY LETTER,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,1,213
2018/02,2018,FEB,ACTIVOS,STAND BY LETTER,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,2,7251
2018/02,2018,FEB,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,12,0
2018/02,2018,FEB,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,8,0
2018/02,2018,FEB,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA CIB,1,0
2018/02,2018,FEB,ACTIVOS,TARJETAS,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,772,5891
2018/02,2018,FEB,ACTIVOS,TJ EMPRESAS,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,72,2705
2018/02,2018,FEB,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,244,7854
2018/02,2018,FEB,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,2,1
2018/02,2018,FEB,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA CIB,3,1
2018/02,2018,FEB,ACTIVOS,VEHICULAR NO VINCULADO,SEGUROS,AREA B.MINORISTA,1005,91
2018/02,2018,FEB,ACTIVOS,VIDA,SEGUROS,AREA B.MINORISTA,79,4
2018/02,2018,FEB,ACTIVOS,VIDA RENTA,SEGUROS,AREA B.MINORISTA,2390,51
2018/02,2018,FEB,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,14681,23395
2018/02,2018,FEB,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA DIST.RED MASIVA,1781,101
2018/03,2018,MAR,ACTIVOS,AUTOS,PRESTAMOS,AREA B.MINORISTA,119,4667
2018/03,2018,MAR,ACTIVOS,AVALES INTERNACIONALES,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,9,767
2018/03,2018,MAR,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,1,320
2018/03,2018,MAR,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,7,4191
2018/03,2018,MAR,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,5,2820
2018/03,2018,MAR,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.INSTITUCIONAL,1,1930
2018/03,2018,MAR,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,9,2235
2018/03,2018,MAR,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,94,42125
2018/03,2018,MAR,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,79,69714
2018/03,2018,MAR,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,95,32127
2018/03,2018,MAR,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,618,337486
2018/03,2018,MAR,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,8,65583
2018/03,2018,MAR,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,362,46758
2018/03,2018,MAR,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,1014,458548
2018/03,2018,MAR,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,39,593508
2018/03,2018,MAR,ACTIVOS,CONTICASA,PRESTAMOS,AREA B.MINORISTA,575,230213
2018/03,2018,MAR,ACTIVOS,CONTICASA,PRESTAMOS,AREA DIST.RED MASIVA,1,224
2018/03,2018,MAR,ACTIVOS,CONTIPUENTE,PRESTAMOS,AREA B.MINORISTA,202,79132
2018/03,2018,MAR,ACTIVOS,CONTIPUENTE,PRESTAMOS,AREA DIST.RED MASIVA,2,587
2018/03,2018,MAR,ACTIVOS,FACTORING,CONFIRMING,AREA B.INSTITUCIONAL,1,47
2018/03,2018,MAR,ACTIVOS,FACTORING,CONFIRMING,AREA B.MINORISTA,9,538
2018/03,2018,MAR,ACTIVOS,FACTORING,CONFIRMING,AREA BCA.EMP. Y CORP,3864,59778
2018/03,2018,MAR,ACTIVOS,FACTORING,CONFIRMING,AREA CIB,11165,377426
2018/03,2018,MAR,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA B.INSTITUCIONAL,7,36971
2018/03,2018,MAR,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA B.MINORISTA,5141,230569
2018/03,2018,MAR,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA BCA.EMP. Y CORP,14,11720
2018/03,2018,MAR,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA CIB,1,107
2018/03,2018,MAR,ACTIVOS,FORFAITING,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,5,1342
2018/03,2018,MAR,ACTIVOS,FORFAITING,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,14,20235
2018/03,2018,MAR,ACTIVOS,LEASING,LEASING,AREA B.MINORISTA,124,41860
2018/03,2018,MAR,ACTIVOS,LEASING,LEASING,AREA BCA.EMP. Y CORP,85,56381
2018/03,2018,MAR,ACTIVOS,LEASING,LEASING,AREA CIB,16,2209
2018/03,2018,MAR,ACTIVOS,MASTERCARD,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,4631,3202
2018/03,2018,MAR,ACTIVOS,MASTERCARD,MEDIOS DE PAGO TARJETAS,AREA DIST.RED MASIVA,396,1
2018/03,2018,MAR,ACTIVOS,MI VIVIENDA,PRESTAMOS,AREA B.MINORISTA,14,1298
2018/03,2018,MAR,ACTIVOS,ONCOLOGICO,SEGUROS,AREA B.MINORISTA,923,25
2018/03,2018,MAR,ACTIVOS,OTRAS,AVALES,AREA B.INSTITUCIONAL,19,3621
2018/03,2018,MAR,ACTIVOS,OTRAS,AVALES,AREA B.MINORISTA,635,51793
2018/03,2018,MAR,ACTIVOS,OTRAS,AVALES,AREA BCA.EMP. Y CORP,777,197201
2018/03,2018,MAR,ACTIVOS,OTRAS,AVALES,AREA CIB,233,416226
2018/03,2018,MAR,ACTIVOS,OTRAS,AVALES,AREA DIST.RED MASIVA,1,6890
2018/03,2018,MAR,ACTIVOS,PLD,PRESTAMOS,AREA B.MINORISTA,33782,272357
2018/03,2018,MAR,ACTIVOS,PLD,PRESTAMOS,AREA DIST.RED MASIVA,8,281
2018/03,2018,MAR,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA B.INSTITUCIONAL,72,165812
2018/03,2018,MAR,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA B.MINORISTA,3652,617902
2018/03,2018,MAR,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA BCA.EMP. Y CORP,3203,1134814
2018/03,2018,MAR,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA CIB,130,1518817
2018/03,2018,MAR,ACTIVOS,PRESTAMO CONTILOCAL,PRESTAMOS,AREA B.MINORISTA,18,15483
2018/03,2018,MAR,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA B.MINORISTA,12,17561
2018/03,2018,MAR,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA BCA.EMP. Y CORP,15,25291
2018/03,2018,MAR,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA CIB,2,2986
2018/03,2018,MAR,ACTIVOS,PROTECCION TARJETAS,SEGUROS,AREA B.MINORISTA,20753,147
2018/03,2018,MAR,ACTIVOS,RESTO EMPRESAS,AVALES,AREA B.MINORISTA,2,485
2018/03,2018,MAR,ACTIVOS,RESTO EMPRESAS,AVALES,AREA BCA.EMP. Y CORP,7,1580
2018/03,2018,MAR,ACTIVOS,RESTO EMPRESAS,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,3,785
2018/03,2018,MAR,ACTIVOS,RESTO SEGUROS,SEGUROS,AREA B.MINORISTA,6951,50
2018/03,2018,MAR,ACTIVOS,RETIRO SEGURO,SEGUROS,AREA B.MINORISTA,39084,27
2018/03,2018,MAR,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA B.INSTITUCIONAL,4,870
2018/03,2018,MAR,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,142,19589
2018/03,2018,MAR,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,352,114342
2018/03,2018,MAR,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,112,380098
2018/03,2018,MAR,ACTIVOS,STAND BY LETTER,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,2,2307
2018/03,2018,MAR,ACTIVOS,STAND BY LETTER,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,1,67
2018/03,2018,MAR,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,6,0
2018/03,2018,MAR,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,7,0
2018/03,2018,MAR,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA CIB,1,0
2018/03,2018,MAR,ACTIVOS,TARJETAS,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,2843,23278
2018/03,2018,MAR,ACTIVOS,TJ EMPRESAS,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,144,5232
2018/03,2018,MAR,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,273,10153
2018/03,2018,MAR,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,1,5
2018/03,2018,MAR,ACTIVOS,VEHICULAR NO VINCULADO,SEGUROS,AREA B.MINORISTA,1134,104
2018/03,2018,MAR,ACTIVOS,VIDA,SEGUROS,AREA B.MINORISTA,88,6
2018/03,2018,MAR,ACTIVOS,VIDA RENTA,SEGUROS,AREA B.MINORISTA,2588,53
2018/03,2018,MAR,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,14563,20010
2018/03,2018,MAR,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA DIST.RED MASIVA,1161,194
2018/04,2018,ABR,ACTIVOS,AUTOS,PRESTAMOS,AREA B.MINORISTA,65,3507
2018/04,2018,ABR,ACTIVOS,AVALES INTERNACIONALES,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,4,248
2018/04,2018,ABR,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,1,458
2018/04,2018,ABR,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,23,6766
2018/04,2018,ABR,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,11,3387
2018/04,2018,ABR,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,11,4757
2018/04,2018,ABR,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,89,35631
2018/04,2018,ABR,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,59,61874
2018/04,2018,ABR,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,116,34617
2018/04,2018,ABR,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,764,399508
2018/04,2018,ABR,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,2,13875
2018/04,2018,ABR,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,395,51911
2018/04,2018,ABR,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,1020,377052
2018/04,2018,ABR,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,18,296445
2018/04,2018,ABR,ACTIVOS,CONTICASA,PRESTAMOS,AREA B.MINORISTA,552,227575
2018/04,2018,ABR,ACTIVOS,CONTIPUENTE,PRESTAMOS,AREA B.MINORISTA,165,65692
2018/04,2018,ABR,ACTIVOS,CONTIPUENTE,PRESTAMOS,AREA DIST.RED MASIVA,1,377
2018/04,2018,ABR,ACTIVOS,FACTORING,CONFIRMING,AREA B.MINORISTA,2,248
2018/04,2018,ABR,ACTIVOS,FACTORING,CONFIRMING,AREA BCA.EMP. Y CORP,4070,63201
2018/04,2018,ABR,ACTIVOS,FACTORING,CONFIRMING,AREA CIB,12666,335060
2018/04,2018,ABR,ACTIVOS,FACTORING,FACTORING,AREA BCA.EMP. Y CORP,4,55
2018/04,2018,ABR,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA B.MINORISTA,4920,206783
2018/04,2018,ABR,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA BCA.EMP. Y CORP,6,11526
2018/04,2018,ABR,ACTIVOS,FONDOS MUTUOS,FONDOS MUTUOS,AREA CIB,6,774
2018/04,2018,ABR,ACTIVOS,FORFAITING,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,9,8563
2018/04,2018,ABR,ACTIVOS,FORFAITING,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,11,2636
2018/04,2018,ABR,ACTIVOS,LEASING,LEASING,AREA B.MINORISTA,131,38687
2018/04,2018,ABR,ACTIVOS,LEASING,LEASING,AREA BCA.EMP. Y CORP,92,78440
2018/04,2018,ABR,ACTIVOS,LEASING,LEASING,AREA CIB,14,14008
2018/04,2018,ABR,ACTIVOS,MASTERCARD,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,3872,3508
2018/04,2018,ABR,ACTIVOS,MASTERCARD,MEDIOS DE PAGO TARJETAS,AREA DIST.RED MASIVA,233,39
2018/04,2018,ABR,ACTIVOS,MI VIVIENDA,PRESTAMOS,AREA B.MINORISTA,3,241
2018/04,2018,ABR,ACTIVOS,ONCOLOGICO,SEGUROS,AREA B.MINORISTA,873,23
2018/04,2018,ABR,ACTIVOS,OTRAS,AVALES,AREA B.INSTITUCIONAL,6,67371
2018/04,2018,ABR,ACTIVOS,OTRAS,AVALES,AREA B.MINORISTA,708,46901
2018/04,2018,ABR,ACTIVOS,OTRAS,AVALES,AREA BCA.EMP. Y CORP,817,244768
2018/04,2018,ABR,ACTIVOS,OTRAS,AVALES,AREA CIB,263,294684
2018/04,2018,ABR,ACTIVOS,OTRAS,AVALES,AREA DIST.RED MASIVA,1,312
2018/04,2018,ABR,ACTIVOS,PLD,PRESTAMOS,AREA B.MINORISTA,39072,279895
2018/04,2018,ABR,ACTIVOS,PLD,PRESTAMOS,AREA DIST.RED MASIVA,12,113
2018/04,2018,ABR,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA B.INSTITUCIONAL,60,225822
2018/04,2018,ABR,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA B.MINORISTA,3986,569187
2018/04,2018,ABR,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA BCA.EMP. Y CORP,3152,1114979
2018/04,2018,ABR,ACTIVOS,PRESTAMO COMERCIAL,PRESTAMOS,AREA CIB,86,688372
2018/04,2018,ABR,ACTIVOS,PRESTAMO CONTILOCAL,PRESTAMOS,AREA B.MINORISTA,5,2303
2018/04,2018,ABR,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA B.MINORISTA,42,44784
2018/04,2018,ABR,ACTIVOS,PRESTAMO PROMOTOR,PRESTAMOS,AREA BCA.EMP. Y CORP,14,32169
2018/04,2018,ABR,ACTIVOS,PROTECCION TARJETAS,SEGUROS,AREA B.MINORISTA,20752,147
2018/04,2018,ABR,ACTIVOS,RESTO EMPRESAS,AVALES,AREA B.MINORISTA,1,120
2018/04,2018,ABR,ACTIVOS,RESTO EMPRESAS,AVALES,AREA BCA.EMP. Y CORP,11,840
2018/04,2018,ABR,ACTIVOS,RESTO EMPRESAS,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,1,694
2018/04,2018,ABR,ACTIVOS,RESTO SEGUROS,SEGUROS,AREA B.MINORISTA,7501,54
2018/04,2018,ABR,ACTIVOS,RETIRO SEGURO,SEGUROS,AREA B.MINORISTA,192131,128
2018/04,2018,ABR,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA B.INSTITUCIONAL,2,948
2018/04,2018,ABR,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,183,35641
2018/04,2018,ABR,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,407,123382
2018/04,2018,ABR,ACTIVOS,SERVICIOS COMEX,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,83,131680
2018/04,2018,ABR,ACTIVOS,STAND BY LETTER,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,2,2688
2018/04,2018,ABR,ACTIVOS,STAND BY LETTER,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,2,12795
2018/04,2018,ABR,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA B.INSTITUCIONAL,1,0
2018/04,2018,ABR,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,11,0
2018/04,2018,ABR,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,4,0
2018/04,2018,ABR,ACTIVOS,TARJETA EMPRESA,MEDIOS DE PAGO TARJETAS,AREA CIB,4,0
2018/04,2018,ABR,ACTIVOS,TARJETAS,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,2039,9984
2018/04,2018,ABR,ACTIVOS,TJ EMPRESAS,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,111,4486
2018/04,2018,ABR,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,313,12637
2018/04,2018,ABR,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,2,5
2018/04,2018,ABR,ACTIVOS,TKT,MEDIOS DE PAGO TARJETAS,AREA CIB,1,5
2018/04,2018,ABR,ACTIVOS,VEHICULAR NO VINCULADO,SEGUROS,AREA B.MINORISTA,1214,101
2018/04,2018,ABR,ACTIVOS,VIDA,SEGUROS,AREA B.MINORISTA,71,5
2018/04,2018,ABR,ACTIVOS,VIDA RENTA,SEGUROS,AREA B.MINORISTA,2472,52
2018/04,2018,ABR,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA B.MINORISTA,17718,19029
2018/04,2018,ABR,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA BCA.EMP. Y CORP,1,0
2018/04,2018,ABR,ACTIVOS,VISA,MEDIOS DE PAGO TARJETAS,AREA DIST.RED MASIVA,1627,254
2018/05,2018,MAY,ACTIVOS,AUTOS,PRESTAMOS,AREA B.MINORISTA,57,3661
2018/05,2018,MAY,ACTIVOS,AVALES INTERNACIONALES,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,1,106
2018/05,2018,MAY,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,1,561
2018/05,2018,MAY,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,8,7728
2018/05,2018,MAY,ACTIVOS,CARTA CREDITO EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,4,3174
2018/05,2018,MAY,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,13,3794
2018/05,2018,MAY,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,93,59997
2018/05,2018,MAY,ACTIVOS,CARTA CREDITO IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,46,76318
2018/05,2018,MAY,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,124,37733
2018/05,2018,MAY,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,720,476486
2018/05,2018,MAY,ACTIVOS,COMEX EXPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,12,325530
2018/05,2018,MAY,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA B.MINORISTA,421,56723
2018/05,2018,MAY,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA BCA.EMP. Y CORP,1114,457576
2018/05,2018,MAY,ACTIVOS,COMEX IMPORTACION,COMERCIO EXTERIOR CORPORATIVO,AREA CIB,38,635256
2018/05,2018,MAY,ACTIVOS,CONTICASA,PRESTAMOS,AREA B.MINORISTA,613,256911
2018/05,2018,MAY,ACTIVOS,CONTICASA,PRESTAMOS,AREA DIST.RED MASIVA,1,540
2018/05,2018,MAY,ACTIVOS,CONTIPUENTE,PRESTAMOS,AREA B.MINORISTA,278,102596
2018/05,2018,MAY,ACTIVOS,CONTIPUENTE,PRESTAMOS,AREA DIST.RED MASIVA,2,843
